No;File;Artist;Title;Mood
5646;TRBEHRI128F425E500.h5;Coheed and Cambria;II - Radio Bye Bye;happy
5647;TRBEHAN12903CE76F5.h5;The Dude Of Life And Phish;Family Picture;sad
5648;TRBEHAW12903CFA591.h5;Mountain Goats;Seeing Daylight;sad
5649;TRBEHBS128F4233471.h5;Tranzas;Mientras me quieras;happy
5650;TRBEHBU128F934AFCB.h5;Penta;Fear;sad
5651;TRBEHBZ128F9307F16.h5;Gloria Trevi;Ella Que Nunca Fue Ella;sad
5652;TRBEHDI128F426028F.h5;Metro;The Night Before Christmas;happy
5653;TRBEHDI128F930D7C2.h5;Eclier;Alpha River;happy
5654;TRBEHEG128F930F5B1.h5;Daughtry;Back Again;sad
5655;TRBEHEY128F92C2852.h5;Steve Vai;Salamanders In The Sun;sad
5656;TRBEHFA128F145B3DA.h5;Be Bop Deluxe;Sister Seagull (Live);sad
5657;TRBEHFR12903CB3494.h5;Jorge Celedon & Jimmy Zambrano;Si Pero No;happy
5658;TRBEHFW128F934AAEB.h5;Riot;Tokyo Rose;sad
5659;TRBEHGH128E078DEDE.h5;The Roots;Act Won (Things Fall Apart);happy
5660;TRBEHGX128F9323409.h5;Red;Ya'll Aint ready for this;happy
5661;TRBEHGY128F92FC461.h5;Rossington;Path Less Chosen;sad
5662;TRBEHHL128F92E90F5.h5;Geier Sturzflug;Wie ein Eisbär sein;happy
5663;TRBEHHO128F92EC54A.h5;Ijahman Levi;I Who Have Nothing Dub;happy
5664;TRBEHHS128F4257092.h5;BEFORE THE DAWN;Deadsong;sad
5665;TRBEHKV128F92F93DF.h5;Fergie;Exit People;sad
5666;TRBEHMH12903D051D1.h5;Sightings;Hush;sad
5667;TRBEHMT128F427D795.h5;Aaron Sprinkle;A Step Ahead;happy
5668;TRBEHMZ128F92FD759.h5;The Black Seeds;You Wait;happy
5669;TRBEHNO12903CF82C0.h5;Ryukyu Underground;Kokusai Dori Dub;sad
5670;TRBEHNQ12903CE616C.h5;Eskimo;Trills and Thrills;happy
5671;TRBEHNV128F42A8E12.h5;La Guardia;Cuando Brille El Sol;happy
5672;TRBEHNZ128F92CFFB2.h5;Ali Akbar Khan;Raga Malika;sad
5673;TRBEHPF128F93109AB.h5;Ramin Djawadi;Chicken Foot;sad
5674;TRBEHPM128F4262BD6.h5;James Keelaghan;Hold Your Ground;happy
5675;TRBEHPN128F9326954.h5;Sleater-kinney;Oh!;sad
5676;TRBEHPU12903CEF7A0.h5;Luniz;Scope;happy
5677;TRBEHQH12903CA699C.h5;Omara Portuondo;Si llego a besarte;sad
5678;TRBEHQP12903CB534E.h5;Nicolas Makelberge;I Salute Her;happy
5679;TRBEHSZ128F92EF291.h5;Sir Charles Jones;Let's Get It On;happy
5680;TRBEHTM128F42871DF.h5;Aden;Boggle Champs;happy
5681;TRBEHTU128EF362D4F.h5;Antonio Aguilar;Olvida Que Me Amaste;sad
5682;TRBEHVL128F930333A.h5;Swamp Dogg;Shut Your Mouth;happy
5683;TRBEHVM128F93506BD.h5;Groupa Med Lena Willemark;Skymning;sad
5684;TRBEHVV128F9345AEE.h5;Stone Senses;Heading for Zion;happy
5685;TRBEHWY12903CE20F4.h5;Jute Gyte;Dusk Halo;sad
5686;TRBEHXT128F92F9552.h5;Au Pairs;Pretty Boys;happy
5687;TRBEHYD12903CDD135.h5;Louie Vega;Africa Brasil (Isolee Dawn Mix);sad
5688;TRBEHZA128F92E52EB.h5;CC Cowboys;Ugress og villniss;sad
5689;TRBEINM128F92D3998.h5;Bob Log III;Clap Your Tits;sad
5690;TRBEIBJ128F42759A1.h5;Tod Dockstader;Still;sad
5691;TRBEIBO128F92F2FA6.h5;Full Flava;Betcha Wouldn't Hurt Me (feat Donna Gardier);happy
5692;TRBEICL128F145202D.h5;Moloko;Dirty Monkey;sad
5693;TRBEIEJ12903D0532B.h5;Joshua Radin;We Are Okay;happy
5694;TRBEIFC12903CA3693.h5;Ortin Cam;Black;sad
5695;TRBEIFL12903CE1FD4.h5;Phoenix And The Oracle;Rituals (The Renewal);sad
5696;TRBEIGG128F92E7CB9.h5;Robbie Dupree;In Real Life;sad
5697;TRBEIIA128F14717AF.h5;The Lilac Time;Rockland;happy
5698;TRBEIKK128F14628D6.h5;Lighthouse Family;Run;happy
5699;TRBEIKN128F428074A.h5;Fiend;Luv Me A P-Poppin' Bitch;sad
5700;TRBEIKX12903CCAAE5.h5;Clockwise;the tales of King Solitude 1:3;sad
5701;TRBEILL128F4295296.h5;Coldcut;Autumn Leaves;sad
5702;TRBEIMD128F425C4DB.h5;Spencer Brewer;Blue Northern;sad
5703;TRBEIOD12903CE1986.h5;The Vice;Hope Garden;sad
5704;TRBEIOQ128F427CBDF.h5;Format: B;Mondo Time;sad
5705;TRBEIQL128F4277B3F.h5;Side Walk Slam;Heartache  (Past Remains Album Version);happy
5706;TRBEISD128F14765F0.h5;Enya;Midnight Blue;sad
5707;TRBEIUL128F426E335.h5;Solar Plexus;Suture;sad
5708;TRBEIWT128F92DD861.h5;Grace Jones;Devil In My Life;sad
5709;TRBEIYL128EF34DA87.h5;CALLA;Defenses Down;sad
5710;TRBEIYN128F92F7971.h5;Flying Pickets;Love Rears Its Ugly Head;happy
5711;TRBEIYU128F92E88A9.h5;Johnny Horton;The Golden Rocket;happy
5712;TRBEIZM128F145BA2D.h5;Slowdive;The Sadman;sad
5713;TRBEIZU12903CDAEDB.h5;MC Eiht;Living Like G'Staz;sad
5714;TRBEJHT128F4252D4A.h5;Azalia Snail;Poison Decree;sad
5715;TRBEJPL128F425A168.h5;The Coral;Fireflies;sad
5716;TRBEJBB12903CC5E84.h5;The Mother Goose Singers;The Flintstones;happy
5717;TRBEJBC128F9324523.h5;Denison Witmer;Songbird;sad
5718;TRBEJBE128F4298F19.h5;Tindersticks;Travelling Light;sad
5719;TRBEJCD128F9321979.h5;Kissing Book;Hold Your Head Up;happy
5720;TRBEJCS128F4249EA2.h5;Barbarito Diez;La Sitiera;sad
5721;TRBEJDF12903CB195D.h5;Jim Ford;It Takes Two (To Make One);happy
5722;TRBEJDI12903CDE797.h5;Popsicle;Ten;sad
5723;TRBEJDR128F4281EB0.h5;Nereus Joseph;Fig Tree Dub;happy
5724;TRBEJDZ128F92D02F8.h5;Charlie Byrd;Speak Low;happy
5725;TRBEJEV12903CD66D9.h5;Massive Attack;Bulletproof Love (Van Rivers & The Subliminal Kid Remix);sad
5726;TRBEJFD128F93222D8.h5;Orthrelm;Scelxenak;sad
5727;TRBEJFG128F9303FCD.h5;Israel Philharmonic Orchestra / Zubin Mehta;3. Scherzo (Molto vivace);sad
5728;TRBEJGX128F4291BD7.h5;Nile;Black Seeds of Vengeance;sad
5729;TRBEJGX128F42B2E4B.h5;Carly Simon;Oh! Susanna;sad
5730;TRBEJHQ128F421EFD2.h5;Lonnie Johnson;You Don't See Into The Blues Like Me;happy
5731;TRBEJQQ12903CFEBF6.h5;Hellhammer;Outro;sad
5732;TRBEJRF128F933C2C2.h5;Chris von Sneidern;Circles;sad
5733;TRBEJRM12903C99B6F.h5;City;Some way to go;sad
5734;TRBEJRR128F92E0494.h5;Roger Shah;You're So Cool;sad
5735;TRBEJRZ128F934BEA0.h5;The Arcane Order;The Serpent Tower;sad
5736;TRBEJSC128F427C96C.h5;Las Ardillitas De Lalo Guerrero;Amorcito Loco;happy
5737;TRBEJSW12903CCF47D.h5;Camille Jones;Here Comes Maddy;sad
5738;TRBEJTE128F146A907.h5;Bryan Savage;Coral Princess (3rd Force Remix);happy
5739;TRBEJTG128F42283D4.h5;Minimalistix;Close Cover (Brian's Club Mix Vox);sad
5740;TRBEJUA128F4272B19.h5;Gary Hoey;Da Kine;happy
5741;TRBEJUG128F934D1C1.h5;Buell Kazee;Yellow Pups / Fox Chase;happy
5742;TRBEJUI12903CAF175.h5;Thomas Lemmer;bouncing molecules;sad
5743;TRBEJVP128F429D21B.h5;Steel Rain;Sanity Fades;happy
5744;TRBEJWJ128F148F760.h5;Swan Lake;Bluebird;sad
5745;TRBEJWK128E0784CD1.h5;Brenda Holloway;I've Got To Find It;happy
5746;TRBEJXU128F931E6A5.h5;Vice On Victory;Hearts Like These;happy
5747;TRBEJYA128F426A3BE.h5;June Christy;As Long As I Live (1995 Digital Remaster);sad
5748;TRBEJYK128E078DB36.h5;Jimmy 'Bo' Horne;Let's Do It;happy
5749;TRBEJYN128F14AB71A.h5;Cecil Taylor;After All;sad
5750;TRBEJYW128F93018AF.h5;Orquesta Romantica de La Habana;Serenata;happy
5751;TRBEJYZ128F424089D.h5;Denver and the Mile High Orchestra;Saved and Free;sad
5752;TRBEJZU128E07876BA.h5;Marcella Bella;Se Tu Mi Aiuterai;sad
5753;TRBEJHZ128F9319823.h5;Bonnie Lou;One Track Love;happy
5754;TRBEJIY128F428EAEE.h5;Jason Allen;John Boat Blues;sad
5755;TRBEJIZ128F14654C9.h5;Fluke;Atom Bomb (Atomix 1);sad
5756;TRBEJJL12903CF835D.h5;Glamma Kid;Girls Terminus;happy
5757;TRBEJJV128F9339DE5.h5;João Bosco;Conto De Fada;sad
5758;TRBEJKS128F426D823.h5;The Chieftains;When A Man's In Love;sad
5759;TRBEJKV128F424E1CC.h5;Art Brut;My Little Brother;happy
5760;TRBEJKW128F92FCEED.h5;Len Barry;Dirty Old Man;happy
5761;TRBEJLD128F932585C.h5;Loose Shus;Mmmmhmmmm;happy
5762;TRBEJLI12903CFB5B5.h5;Daryll-Ann;Borderland;sad
5763;TRBEJMV12903CE2000.h5;Slim Smith;Gipsy Woman;sad
5764;TRBEJNV128F932E758.h5;Experimental Aircraft;Johnny;happy
5765;TRBEJOF12903CE865C.h5;Johan;Porneaux;happy
5766;TRBEJOT128F935911F.h5;Reverend Horton Heat;Death Metal Guys;happy
5767;TRBEKHB128F42780BB.h5;Liam Finn;Lullaby;sad
5768;TRBEKAV128F4293B23.h5;Gil Scott-Heron;Billy Green is Dead;sad
5769;TRBEKBB128F42859C5.h5;Patty Larkin;Brazil;sad
5770;TRBEKCE128F933A5AE.h5;Ana Carolina;Aqui;sad
5771;TRBEKCK12903CAE028.h5;Broning;Nostalgia;happy
5772;TRBEKCV12903CDC0A8.h5;Facundo Cabral;Si Yo Digo Lo Que Digo;sad
5773;TRBEKDC12903CB4077.h5;Raw Power;Raw Power 12;happy
5774;TRBEKDJ128F14A5603.h5;Motor Ace;Tomorrow'S Gone;sad
5775;TRBEKDL12903CABFF0.h5;Sha Na Na;Guilty;happy
5776;TRBEKDO12903CEA89A.h5;BRiGHT;Somewhere Away From The City;sad
5777;TRBEKDP12903CA7199.h5;7 Seconds;Where Is The Danger?;happy
5778;TRBEKFG128F42667F5.h5;Benny Mardones;Into The Night (2002 Version);happy
5779;TRBEKFX128F932013B.h5;Afroman;I Wish You Would Roll A New Blunt;sad
5780;TRBEKGF12903CBE1C6.h5;Rhian Lois;My Man's Gone Now;sad
5781;TRBEKGR128F425DA44.h5;Jane's Addiction;Price I Pay;sad
5782;TRBEKGS128F9332747.h5;Akcent;S-ajung O Stea;happy
5783;TRBEKGY128F932A10C.h5;Andrea Doria;YaoO!;sad
5784;TRBEKPG128F42913AE.h5;Corinne Letellier;Mon Oraison;sad
5785;TRBEKPX12903D00D67.h5;Redemption;Walls;sad
5786;TRBEKQG12903D0B220.h5;Quilapayún;Temporía (instrumental);sad
5787;TRBEKQW128F92FF516.h5;Mad Max;All Of My Heart;happy
5788;TRBEKRE128EF342D69.h5;Field Music;Kingston;sad
5789;TRBEKRK128F429E9D4.h5;Fabio Celi;L'Artista sadico;happy
5790;TRBEKRY128F9322543.h5;Moenia;Regreso A Casa;happy
5791;TRBEKST128F92EB8D3.h5;Warren Zevon;Frank And Jesse James [Alternate Version];sad
5792;TRBEKTD128F42641BC.h5;Shabba Ranks;Park Yu Benz;happy
5793;TRBEKTE128F93475DF.h5;The Sword;Lords;sad
5794;TRBEKTE12903CE2EBE.h5;Stryper;Love Is Why;sad
5795;TRBEKUD128F147F84A.h5;Ike Quebec;A Light Reprieve (Rudy Van Gelder Edition) (2006 Digital Remaster);happy
5796;TRBEKUH128EF35F63C.h5;Xmal Deutschland;Vito;sad
5797;TRBEKVF128F42306E1.h5;Shirley Brown;Woman To Woman;sad
5798;TRBEKVX128F42A388D.h5;Mecano;La Máquina De Vapor;happy
5799;TRBEKVY128F92FD6AD.h5;The Transit War;Loud;sad
5800;TRBEKWB128F9324C32.h5;Ysa Ferrer;Last Zoom;happy
5801;TRBEKWN128F42652ED.h5;Ted Nugent;Wang Dang Sweet Poontang;happy
5802;TRBEKXI128F426847D.h5;The Verve;Slide Away (2004 Digital Remaster);sad
5803;TRBEKYS128F4242DD3.h5;Toby Keith;Wish I Didn't Know Now;happy
5804;TRBEKYX12903CAB880.h5;The Silly Pillows;Inertia;happy
5805;TRBEKZK12903CAF370.h5;Eddie Kirkland;Burnin' Love;sad
5806;TRBEKZU128F933ECBC.h5;Pain of Salvation;Chain sling;sad
5807;TRBEKHL128F931AFD3.h5;Holy Terror;Christian Resistance;sad
5808;TRBEKHL12903D004E3.h5;Ou Est Le Swimming Pool;These New Knights;happy
5809;TRBEKHO128F930EE8D.h5;Marracash;Non Confondermi;happy
5810;TRBEKHS128E0798A03.h5;Chris Spedding;The Crying Game;sad
5811;TRBEKHY128F148CA31.h5;Faudel;Ma Vie;happy
5812;TRBEKJG128F429AF10.h5;Teresa Brewer;Time;sad
5813;TRBEKJJ128F931F8F4.h5;Chordettes;Ballin' The Jack;sad
5814;TRBEKJY128F9322D9F.h5;A3;Tammurriata Alli Uno;happy
5815;TRBEKKB12903CFAED5.h5;Bob Marley;African Herbsman;happy
5816;TRBEKMF128F42995E1.h5;Pony Up;The Truth About Cats And Dogs (Is That They Die);happy
5817;TRBEKMS128F92F71CA.h5;Mongo Santamaria Orchestra / La Lupe;Este Mambo (This Is My Mambo);happy
5819;TRBEKMZ128F92D0D8C.h5;Showaddywaddy;Blue Moon;happy
5820;TRBEKNA12903CCD4F7.h5;Keith Caputo;In This Life;sad
5821;TRBELRA12903CE9BCD.h5;WeSurrender;Heal Me;sad
5822;TRBELAK12903CEA2AC.h5;Fireside;Layer;sad
5823;TRBELDK128F92E32BB.h5;Rick Springfield;Alyson;happy
5824;TRBELDP128F427EDD0.h5;Mr. Blue;Thanks God I'm A Country Boy;happy
5825;TRBELFT128F427932D.h5;Nena;Keine Antwort;happy
5826;TRBELFW12903CB5F18.h5;The Beatnuts;Think Big;happy
5827;TRBELHQ128F148137F.h5;Spencer Brewer;Always There;sad
5828;TRBELIL128F931CF09.h5;Charlie Parker;Riff Raff;happy
5829;TRBELIO128F42444BF.h5;M.I.A.;Never Again;happy
5830;TRBELIO128F428F322.h5;Bob Wills;Playboy Theme;happy
5831;TRBELJN128F4249836.h5;Leadbelly;No Good Rider;happy
5832;TRBELKA128F42636BA.h5;Todd Terry All Stars;Get Down (Tee's Freeze Mix);happy
5833;TRBELKA128F9347CAC.h5;Jim White;Counting Numbers In The Air;happy
5834;TRBELMK12903D03CC0.h5;Eamon;All Over Love;happy
5835;TRBELMQ128F146A284.h5;Ramsey Lewis Trio;Light Along The Path;sad
5836;TRBELON12903D12244.h5;Pressure;Thinking About You;happy
5837;TRBELOQ128F426612B.h5;Cattle Decapitation;Mute Rain;sad
5838;TRBELPN128F92F9E89.h5;Los Campesinos;Mariachi;happy
5839;TRBELQK12903D051AA.h5;Haberdashery;Out Of Me;sad
5840;TRBELRP128F424BA6F.h5;Johnny Kidd & The Pirates;Some Other Guy;happy
5841;TRBELSE128F9319DE4.h5;Neotropic;Je Suis;happy
5842;TRBELSN128F4295CB2.h5;Subzonic;Klangbild;sad
5843;TRBELUD128F92CFCF5.h5;Robin Thicke;Magic;happy
5844;TRBELUR128F9308839.h5;Sylvester;Anything Can Happen;sad
5845;TRBELVA128F4254FBF.h5;Ernie K-Doe;You Did It Baby;happy
5846;TRBELVP128F93263B8.h5;Parallel Sound;Around The World;happy
5847;TRBELWR128F9307008.h5;Roger Daltrey;Before My Time Is Up;happy
5848;TRBELWZ128F421CC35.h5;The Searchers;Money (That's What I Want);happy
5849;TRBELXC128EF33EFB0.h5;Unto Ashes;Occupying Force;sad
5850;TRBELXN128F9347593.h5;Parasite;Lose control;sad
5851;TRBELXQ12903CEB936.h5;George Clinton and his Gangsters of Love;Ain't That Peculiar;happy
5852;TRBELYG128F14AC869.h5;Daniel Weber;Aus den Augen aus dem Sinn - Moonheads Remix;happy
5853;TRBELYI128F147E20B.h5;Terry Callier;Java Sparrow;sad
5854;TRBELYP128EF345501.h5;Sun Eats Hours;Rustles;happy
5855;TRBEMAH128F424215B.h5;Leroy Huston;Love Oh Love (Live in Chicago);happy
5856;TRBEMAV128F42682BB.h5;John Alexander Ericson;Highway winterstar;sad
5857;TRBEMAZ128F92F28F7.h5;Josh Martinez;Diabetic Dialectic;happy
5858;TRBEMBM128F9324F2B.h5;Karen Peck And New River;Four Days Late (Studio Track w/o Background Vocals);sad
5859;TRBEMCJ128F4246725.h5;Lil Suzy;Take Me In Your Arms;happy
5860;TRBEMDL128F424ABD6.h5;Joy Kitikonti;Pleasure Zone Mix;sad
5861;TRBEMEA128F92D9270.h5;Juan Valentin;Llegaste Tarde;sad
5862;TRBEMGF128F92F4321.h5;Giuseppe Verdi;Verdi: La traviata: Gran Dio! Morir si giovine;sad
5863;TRBEMGM12903CB89F6.h5;Cyantific;Don't Follow;sad
5864;TRBEMHD128F92DC358.h5;Mc Chris;006;happy
5865;TRBEMHH12903CB0DD0.h5;Naked Lunch;Ozone;sad
5866;TRBEMHX128F93009D0.h5;Rednex;Devil's On the Loose (Dance Creation's Sundown Mix);happy
5867;TRBEMJC128F14A6E0D.h5;SNAP!;The World In My Hands (We Are One);sad
5868;TRBEMJN128F42134E3.h5;Lifesavas;What If It's True;happy
5869;TRBEMKY128F42A5236.h5;Gripin;Senle Yarinim Yok Ki;sad
5870;TRBEMLO12903CB2B54.h5;YahZarah;Have A Heart;happy
5871;TRBEMMP128F426400B.h5;Endo;Burn;happy
5872;TRBEMMY12903CF6BD8.h5;Bronze;Losin' Control;happy
5873;TRBEMMZ128F146B12B.h5;Pieces Of A Dream;Knikki's Smile;sad
5874;TRBEMOM128F933A303.h5;Quantic;Life In The Rain;sad
5875;TRBEMOV128F934850E.h5;Gualberto Castro;Sin Ti;sad
5876;TRBEMOV12903CCB4FB.h5;Marco Van Bassken;Save My Life;sad
5877;TRBEMPL128F429FB52.h5;"Arthur ""Big Boy"" Crudup";Dirt Road Blues;happy
5878;TRBEMQH12903CE3375.h5;State Of The Heart;The First Noel;sad
5879;TRBEMRD128F426DEC7.h5;Jake Hess;I Just Love Old People (Rocky Mountain Homecoming Version);happy
5880;TRBEMRG128E0786BB8.h5;Garbage;Cup Of Coffee;sad
5881;TRBEMRJ128F9359DDA.h5;Beni;Maximus (Andy & Ooh Ee Pink Version);sad
5882;TRBEMSQ12903CED28E.h5;Rodolphe Burger;Sing;sad
5883;TRBEMTB128F14ACBDF.h5;Alan Silvestri;We're Out Of Gas;sad
5884;TRBEMTF128F425EBDB.h5;Yolanda Adams;Before I Tell Them;sad
5885;TRBEMTF128F42660CA.h5;For Squirrels;Superstar;happy
5886;TRBEMVA128F42950FB.h5;Bunji Garlin;Swing It Feat. Chris Black;sad
5887;TRBEMVW128F930E7A3.h5;eleventyseven;Anti-Adieu;happy
5888;TRBEMXQ128E079851E.h5;The Highwaymen;Here Comes That Rainbow Again;sad
5889;TRBEMZV128F4283E39.h5;Real De Catorce;Un Par De Ojos;happy
5890;TRBENJA128F92EBB10.h5;Countach;Keeps Me Tall;happy
5891;TRBENBG12903CF94B4.h5;Chris Farlowe;Blues As Blues Can Get;sad
5892;TRBENBJ128F425D5B5.h5;Watashi Wa;At Its Finest;sad
5893;TRBENCD128EF34ADF3.h5;Ratones Paranoicos;Solo Se;sad
5894;TRBENCK128F4232BB2.h5;Taboo;Gyere velem;happy
5895;TRBENDA12903CB546B.h5;Femi Kuti;Sorry sorry;sad
5897;TRBENDL128F92F8578.h5;Crazy Town;Hurt You So Bad;sad
5898;TRBENDR128F9352972.h5;Elizabeth Anka Vajagic;The Sky Lay Still;sad
5899;TRBENEM128F422C542.h5;El Torombo;Soleá Por Bulerias Sin Taconeo;sad
5900;TRBENEW12903CE82F5.h5;Alex Smoke;Platitudes;sad
5901;TRBENGQ128F149628C.h5;Ella Fitzgerald / Louis Armstrong;They Can't Take That Away From Me;sad
5902;TRBENGX12903CB59F1.h5;Kids In The Way;This Fire We Started Made Wreckage Of All That We Know;sad
5903;TRBENIG128F92F281E.h5;The Hollywood Brats;Empty Bottles;sad
5904;TRBENIW128F4276506.h5;Johnny Gill;One Small Light;happy
5905;TRBENJA128F42328B9.h5;Charlie;Dreams In The Night;happy
5906;TRBENTF128F427FF9E.h5;Steve Tyrell;Georgia On My Mind;sad
5907;TRBENTV12903CC5563.h5;Cutting Crew;(Between A) Rock And A Hard Place;happy
5908;TRBENUA128F92EE756.h5;Garland Jeffreys;I'm Alive;happy
5909;TRBENUP128F426696A.h5;Collin Raye;If I Were You;sad
5910;TRBENUX128F427F399.h5;Randy Friess;The Movement (Midnight Society Club Mix);sad
5911;TRBENVJ128F9304D33.h5;Local Natives;Warning Sign;sad
5912;TRBENWE128F424AE09.h5;Blind Blake;Bootleg Rum Dum Blues;happy
5913;TRBENWP128F42408DF.h5;Georgia White;All Nigh Blues;happy
5914;TRBENWQ128E078F9EC.h5;Mack 10 / Ice Cube / WC / Butch Cassidy;Connected For Life;happy
5915;TRBENWT128F931152D.h5;Mishi Donovan;Renegade Heart;happy
5916;TRBENYX12903CF1385.h5;The Grassy Knoll;Driving Nowhere;happy
5917;TRBENZA12903CBF40F.h5;El Tiempo;Tu Ex Amor;happy
5918;TRBENZL128F1455ECA.h5;Roger Miller;Husbands And Wives;sad
5919;TRBENZL128F92C250D.h5;Collie Buddz;Love Deh;sad
5920;TRBENKN128F429D950.h5;Nu Brand Flexxx;Swear Down;happy
5921;TRBENMB128F92E2728.h5;Clubbazz;My Love Your Love;happy
5922;TRBENMN128F933DCB1.h5;Lee Perry;Calamooch;happy
5923;TRBENMR12903CE9B16.h5;International Observer;Dirty Harry;sad
5924;TRBENNJ128F424C956.h5;Strangefolk;Stout Hearted;happy
5925;TRBENOX128F4243501.h5;The Nelons;God Keeps A Candle;happy
5926;TRBENPA12903CBC2AB.h5;Staple;Fists Afire;sad
5927;TRBENPE128E0787059.h5;Henryk Gorecki;Symphony No. 3: II. Lento E Largo - Tranquillissimo;sad
5928;TRBENPP128F42766C8.h5;David Vandervelde;Old Turns;sad
5929;TRBENPS128F426F084.h5;Bill Withers;Use Me;happy
5930;TRBENQC128F92C7ED6.h5;Issa Bagayogo;Dibi;happy
5931;TRBENQY128F148CB36.h5;Disiz La Peste / Eloquence / Ruan Rozoff;La Philosophie Du Hall;happy
5932;TRBENQY128F92EC0CA.h5;Jessy Greene;Junkie;sad
5933;TRBENQY12903CB1133.h5;dEUS;Nightshopping;happy
5934;TRBENRH128F429FE75.h5;Mario;Let Me Love You;happy
5935;TRBENRK128F4296599.h5;Ronnie McNeir;Don't Know Is This Is Goodbye;happy
5936;TRBEOQY12903CDB97A.h5;Lucky Bishops;I Hate This Town;sad
5937;TRBEOAG128E0796558.h5;Morcheeba;Moog Island;sad
5938;TRBEOBH12903CDFE55.h5;Astral Projection;Chaos;happy
5939;TRBEOCC128F42AC325.h5;Jefferson Airplane;Greasy Heart;happy
5940;TRBEOCC128F92F6F07.h5;Irma Thomas;The Love Of My Man;happy
5941;TRBEOCF128F426BFDC.h5;Al Di Meola;Splendido Sundance;happy
5942;TRBEODT128F424AE26.h5;Blind Blake;Too Tight Blues No. 2;happy
5943;TRBEOEB128F92ECAD6.h5;Stendeck;Waiting For A New Day;sad
5944;TRBEOFK128F428E087.h5;Rainhard Fendrich;Über meinen Horizont;happy
5945;TRBEOHM128F4240304.h5;The Vocokesh;The Truth Regarding Sunspots;sad
5946;TRBEOIU128F4296D36.h5;Marcel Mouloudji;Madeleine;sad
5947;TRBEOIZ12903CE14A7.h5;Jean-Jacques Milteau;It's so Real;happy
5948;TRBEOJJ128F42544D5.h5;Smokehouse;Hoodoo Woman Blues;happy
5949;TRBEORE128F92E8476.h5;Princess Lover;Prends-Moi La Main;happy
5950;TRBEORV12903CC596F.h5;Mindless Faith;Canaan (Ritual Mix);sad
5951;TRBEORW128F42A3A56.h5;Brazilian Tropical Orchestra;If You Leave Me Now;sad
5952;TRBEORY128F933E1F1.h5;Alan Lomax;Pipe Imitations;happy
5954;TRBEOSE128F14689C9.h5;Dr. Hook;Carry Me Carrie (Live);sad
5955;TRBEOTS128F93158EF.h5;The colors turned red;Everybody`s Lost it (So Why Don`t We);sad
5956;TRBEOUH128F1455B7F.h5;Jean-Louis Aubert;Toi Que L'on N'homme Pas;happy
5958;TRBEOUT12903CD5981.h5;Vex'd;Oceans;sad
5959;TRBEOVB128F93222C0.h5;Arab On Radar;7.2;sad
5960;TRBEOVL128F426F3FA.h5;Maks And The Minors;Children's Song;happy
5961;TRBEOWA128F933A7DB.h5;Green Light;Before The Fight;sad
5962;TRBEOWT128F4235A39.h5;The Holiday Plan;Projecting Power;happy
5963;TRBEOXK128F9353A7E.h5;Quasi;When The Going Gets Dark;sad
5964;TRBEOYQ128F42955C3.h5;Antigone Rising;Don't Look Back (Radio Edit);happy
5965;TRBEOZW12903CD4C96.h5;Howard Jones;I Must Go;sad
5966;TRBEOJW12903CF5BA2.h5;Unseen Terror;Uninformed;sad
5967;TRBEOJX128F1467587.h5;Joe Jackson;Survival;happy
5968;TRBEOLH128F42963CD.h5;Miley Cyrus;Right Here;sad
5969;TRBEOLN128F4252F1E.h5;tobyMac;Made To Love (Reprise);sad
5970;TRBEOLU12903CD1191.h5;Badly Drawn Boy;Welcome Me to Your World;sad
5971;TRBEOMZ12903CBCD33.h5;Kieran;You Saved My Life;happy
5972;TRBEONB128EF3405E6.h5;Sunidhi Chauhan / Anu Malik / Jatin Sharma;Dekh Le;happy
5973;TRBEONI128F931223C.h5;Trio Odemira;Para Amar-Te Mais (Para Amar-Te Más);happy
5974;TRBEONL128F930770C.h5;Indochine;Republika;happy
5975;TRBEONP128F9331914.h5;Joey Beltram;Pump It;happy
5976;TRBEONX128E0788D2B.h5;The Blind Boys Of Alabama;New Born Soul;sad
5977;TRBEOOS128F422892F.h5;Azymuth;A Presa;happy
5978;TRBEOPW12903CD9743.h5;Nellie Lutcher;Fine Brown Frame;happy
5979;TRBEOQM12903CDEAB5.h5;Jane Weaver;Turning In Circles;sad
5980;TRBEPMI128F92EFE1A.h5;Michael Sembello;Maniac;happy
5981;TRBEPSX128F93409D1.h5;Los Dos Oros;Tu Carita Triste;happy
5982;TRBEPAA128F4263E2E.h5;The Cate Brothers;Am I Losing You;happy
5983;TRBEPAL128F932C21B.h5;Crusaders;She's My Woman;happy
5984;TRBEPCI128F42792EA.h5;Angus & Julia Stone;Stranger;sad
5985;TRBEPEF128F4238A97.h5;Cleo Laine;Gimme A Pig Foot & A Bottle Of Beer;sad
5986;TRBEPEG128F92DC165.h5;Julian Cope;Woden;happy
5987;TRBEPEY128F92CEFAB.h5;Pretty Maids;Please Don't Leave Me;happy
5988;TRBEPFS128F9320D05.h5;Holly Williams;Everybody's Waiting For A Change;sad
5989;TRBEPFV128F42956A9.h5;Son Volt;I've Got To Know (Non Album Track);sad
5990;TRBEPGC128F428191D.h5;Antony & The Johnsons;Man Is The Baby;sad
5991;TRBEPGS128F931A4F1.h5;Antibalas;Battle of the Species;sad
5992;TRBEPHF128F92F7783.h5;Latte E Miele;Il dono della vita;sad
5993;TRBEPHN128F9314CBE.h5;Fucked Up;A Light That Never Comes On;sad
